Player,Position,TeamId,DateOfBirth,Height,Weight,College,YearsPlayed
Jason Brownlee,WR,16,1/30/1999,75,202,Southern Mississippi,2
JuJu Smith-Schuster,WR,16,11/22/1996,73,215,USC,9
Key'Shawn Smith,WR,16,,,,,
Marquise Brown,WR,16,6/4/1997,69,180,Oklahoma; College of the Canyons,7
Nikko Remigio,WR,16,11/4/1999,69,187,Fresno State,1
Rashee Rice,WR,16,4/22/2000,73,203,SMU,3
Tyquan Thornton,WR,16,8/7/2000,74,185,Baylor,4
Xavier Worthy,WR,16,4/27/2003,71,165,Texas,2
Brodric Martin,DL,16,5/24/1999,77,326,Western Kentucky,3
Matt Waletzko,OL,16,12/15/1999,80,320,North Dakota,4
Elijah Mitchell,RB,16,5/2/1998,70,200,Louisiana-Lafayette,5
Esa Pole,OL,16,7/4/2001,79,319,Washington State; Chabot College,0
Jimmy Holiday,WR,16,12/16/2001,73,211,Louisiana Tech; Western Kentucky; Tennessee,0
Mac Dalena,WR,16,,,,,
Michael Wiley,RB,16,11/10/2001,70,209,Arizona,1
Hal Presley,WR,16,1/22/2002,75,210,Baylor,0
Kam Arnold,LB,16,2/19/2002,73,229,Boston College,0
Ahkello Witherspoon,DB,19,3/21/1995,74,195,Colorado; Sacramento City,9
Cam Lampkin,DB,19,7/31/2001,71,176,Washington State; Utah State,1
Cobie Durant,DB,19,2/9/1998,71,182,South Carolina State,4
Darious Williams,DB,19,3/15/1993,69,192,UAB,8
Emmanuel Forbes,DB,19,1/13/2001,72,180,Mississippi State,3
Jaylen McCollough,DB,19,10/12/2000,72,202,Tennessee,2
Josh Wallace,DB,19,7/5/2000,72,190,Michigan; UMass Amherst,2
Kam Curl,DB,19,3/3/1999,74,205,Arkansas,6
Kamren Kinchens,DB,19,9/29/2002,71,207,Miami,2
Malik Dixon-Williams,DB,19,,,,,
Nate Valcarcel,DB,19,5/23/2002,73,192,Northern Illinois; South Dakota,0
Quentin Lake,DB,19,1/29/1999,73,196,UCLA,4
Shaun Jolly,DB,19,10/17/1998,69,186,Appalachian State,3
Tanner Ingle,DB,19,10/29/1999,68,195,N.C. State,1
Bill Norton,DL,19,7/7/2000,78,335,Texas; Arizona; Georgia,0
Braden Fiske,DL,19,1/18/2000,77,291,Florida State; Western Michigan,2
Da'Jon Terry,DL,19,,,,,
Decarius Hawthorne,DL,19,,,,,
Desjuan Johnson,DL,19,9/2/1999,75,280,Toledo,3
Jack Heflin,DL,19,3/8/1998,75,304,Iowa,2
Kobie Turner,DL,19,4/26/1999,74,297,Wake Forest,3
Larrell Murchison,DL,19,4/24/1997,74,285,N.C. State; Louisburg,6
Poona Ford,DL,19,11/19/1995,71,310,Texas,8
Ty Hamilton,DL,19,4/15/2002,75,295,Ohio State,0
Tyler Davis,DL,19,11/1/2000,74,300,Clemson,2
Byron Young,LB,19,3/13/1998,74,258,Tennessee,3
Elias Neal,LB,19,9/11/2001,72,226,Marshall,2
Jared Verse,LB,19,11/4/2000,76,260,Florida State; Albany,2
Jesse Luketa,LB,19,1/15/1999,75,252,Penn State,4
Josaiah Stewart,LB,19,4/26/2003,73,249,Michigan; Coastal Carolina,0
Josh Pearcy,LB,19,,,,,
Keir Thomas,LB,19,1/25/1998,74,260,Florida State,3
Nate Landman,LB,19,11/19/1998,75,235,Colorado,4
Nick Hampton,LB,19,4/5/2000,75,250,Appalachian State,3
Omar Speights,LB,19,3/2/2001,73,228,LSU; Oregon State,2
Shaun Dolac,LB,19,9/14/2001,73,225,Buffalo,0
Tony Fields II,LB,19,6/18/1999,72,222,West Virginia,4
Troy Reeder,LB,19,9/13/1994,75,236,Delaware,7
Alex Ward,LS,19,4/21/1999,76,240,UCF,3
Jake McQuaide,LS,19,12/7/1987,74,238,Ohio State,15
A.J. Arcuri,OL,19,8/13/1997,79,308,Michigan State,2
Alaric Jackson,OL,19,7/14/1998,79,345,Iowa,5
Beaux Limmer,OL,19,6/10/2001,77,312,Arkansas,2
Ben Dooley,OL,19,,,,,
Coleman Shelton,OL,19,7/28/1995,77,285,Washington,7
D.J. Humphries,OL,19,12/28/1993,77,307,Florida,11
David Quessenberry,OL,19,8/24/1990,77,310,San Jose State,8
Dylan McMahon,OL,19,1/22/2001,75,298,N.C. State,2
John Leglue,OL,19,4/17/1996,79,310,Tulane,2
Justin Dedich,OL,19,4/21/2000,74,300,USC,2
Kevin Dotson,OL,19,9/18/1996,76,330,Louisiana-Lafayette,6
Mike Mcallister,OL,19,6/12/1999,74,308,Youngstown State,1
Rob Havenstein,OL,19,5/13/1992,80,323,Wisconsin,11
Steve Avila,OL,19,10/16/1999,75,338,TCU,3
Warren McClendon Jr.,OL,19,4/11/2001,76,317,Georgia,3
Ethan Evans,P,19,7/19/2001,75,250,Wingate,3
Dresser Winn,QB,19,11/11/1998,75,215,Tennessee-Martin,0
Jimmy Garoppolo,QB,19,11/2/1991,74,225,Eastern Illinois,12
Matthew Stafford,QB,19,2/7/1988,75,214,Georgia,17
Stetson Bennett,QB,19,10/28/1997,71,190,Georgia; Jones County JC,2
Blake Corum,RB,19,11/25/2000,68,210,Michigan,2
Jarquez Hunter,RB,19,12/29/2002,70,209,Auburn,0
Jordan Waters,RB,19,,,,,
Kyren Williams,RB,19,8/26/2000,69,202,Notre Dame,4
Ronnie Rivers,RB,19,1/31/1999,69,192,Fresno State,4
Colby Parkinson,TE,19,1/7/1999,79,265,Stanford,6
Davis Allen,TE,19,2/3/2001,78,251,Clemson,3
Mark Redman,TE,19,1/20/2002,77,255,Louisville; San Diego State,0
Terrance Ferguson,TE,19,3/7/2003,77,255,Oregon,0
Tyler Higbee,TE,19,1/1/1993,78,255,Western Kentucky,10
Brennan Presley,WR,19,2/2/2002,68,174,Oklahoma State,0
Davante Adams,WR,19,12/24/1992,73,215,Fresno State,12
Drake Stoops,WR,19,6/16/1999,70,189,Oklahoma,0
Jordan Whittington,WR,19,10/1/2000,73,202,Texas,2
Konata Mumpfield,WR,19,10/24/2002,73,185,Pittsburgh; Akron,0
Mario Williams,WR,19,,,,,
Puka Nacua,WR,19,5/29/2001,74,212,BYU; Washington,3
Tru Edwards,WR,19,6/9/2001,75,201,Louisiana Tech; Hawaii; Navarro,0
Tutu Atwell,WR,19,10/7/1999,69,165,Louisville,5
Xavier Smith,WR,19,9/21/1997,69,176,Florida A&M,2
Chris Smith II,DB,19,5/1/2000,70,197,Georgia,3
A.J. Green,DB,19,6/9/1998,74,198,Oklahoma State,3
Nick Vannett,TE,19,3/6/1993,78,257,Ohio State,10
Harrison Mevis,K,19,3/27/2002,72,245,Missouri,1
Ben Niemann,LB,19,7/27/1995,74,235,Iowa,8
Tre Brown,DB,19,9/24/1997,70,185,Oklahoma,5
Derion Kendrick,DB,19,8/24/2000,72,190,Georgia; Clemson,4
Roger McCreary,DB,19,2/10/2000,71,190,Auburn,4
Benjamin St-Juste,DB,18,9/8/1997,75,200,Minnesota,5
Cam Hart,DB,18,12/5/2000,74,207,Notre Dame,2
Deane Leonard,DB,18,11/20/1999,72,195,Mississippi,4
Derwin James,DB,18,8/3/1996,74,215,Florida State,8
Donte Jackson,DB,18,11/8/1995,70,180,LSU,7
Elijah Molden,DB,18,1/30/1999,70,191,Washington,5
Emany Johnson,DB,18,11/17/2000,74,218,Nevada,1
Eric Rogers,DB,18,4/2/2002,74,189,Rutgers,0
Harrison Hand,DB,18,11/12/1998,71,185,Temple,3
Jaylen Jones,DB,18,,,,,
Jordan Oladokun,DB,18,7/29/2002,72,190,Bowling Green; Samford,0
Kendall Williamson,DB,18,8/24/2000,72,203,Stanford,1
Marcus Maye,DB,18,3/9/1993,72,207,Florida,9
Marcus Williams,DB,18,9/8/1996,73,204,Utah,9
Nehemiah Shelton,DB,18,9/13/1999,74,185,San Jose State,1
Nikko Reed,DB,18,3/3/2003,70,180,Oregon; Colorado,0
R.J. Mickens,DB,18,7/10/2001,72,210,Clemson,0
Tarheeb Still,DB,18,6/9/2002,73,196,Maryland,2
Tony Jefferson,DB,18,1/27/1992,71,211,Oklahoma,11
Christopher Hinton,DL,18,9/14/2000,76,310,Michigan,2
Da'Shawn Hand,DL,18,11/14/1995,75,302,Alabama,8
Jamaree Caldwell,DL,18,8/30/2000,73,340,Oregon; Houston; Independence Comm. College,0
Josh Fuga,DL,18,2/14/2001,74,313,Virginia Tech,0
Justin Eboigbe,DL,18,4/9/2001,77,292,Alabama,2
Kyle Peko,DL,18,7/23/1993,73,305,Oregon State; Cerritos College,7
Nesta Jade Silvera,DL,18,1/23/2000,74,315,Arizona State; Miami,2
Otito Ogbonnia,DL,18,8/25/2000,76,320,UCLA,4
TeRah Edwards,DL,18,6/3/2001,74,305,Illinois; Northwestern,0
Teair Tart,DL,18,2/28/1997,74,315,Florida International,6
Cameron Dicker,K,18,5/6/2000,73,216,Texas,4
Bud Dupree,LB,18,2/12/1993,76,269,Kentucky,11
Daiyan Henley,LB,18,11/18/1999,73,225,Washington State; Nevada,3
Del'Shawn Phillips,LB,18,10/9/1996,74,230,Illinois,6
Denzel Perryman,LB,18,12/5/1992,71,240,Miami,11
Emany Johnson,LB,18,11/17/2000,74,218,Nevada,1
Garmon Randolph,LB,18,10/5/2000,80,260,Baylor,0
Junior Colson,LB,18,12/6/2002,75,247,Michigan,2
Khalil Mack,LB,18,2/22/1991,75,269,Buffalo,12
Kylan Guidry,LB,18,,,,,
Kyle Kennard,LB,18,12/12/2001,77,254,South Carolina,0
Marlowe Wax,LB,18,12/13/2002,73,236,Syracuse,0
Tre'Mon Morris-Brash,LB,18,9/29/2000,74,245,UCF,0
Troy Dye,LB,18,9/18/1996,75,225,Oregon,6
Tuli Tuipulotu,LB,18,9/3/2002,75,266,USC,3
Josh Harris,LS,18,4/27/1989,73,224,Auburn,14
Peter Bowden,LS,18,1/24/2001,74,242,Wisconsin,1
Rick Lovato,LS,18,9/9/1992,74,249,Old Dominion,9
Andre James,OL,18,5/2/1997,76,300,UCLA,7
Austin Deculus,OL,18,3/12/1999,77,321,LSU,3
Bradley Bozeman,OL,18,11/24/1994,77,325,Alabama,8
Branson Taylor,OL,18,2/13/2002,78,330,Pittsburgh,0
Corey Stewart,OL,18,,,,,
Foster Sarell,OL,18,8/28/1998,78,322,Stanford,4
Jamaree Salyer,OL,18,7/13/2000,76,325,Georgia,4
Joe Alt,OL,18,2/28/2003,80,322,Notre Dame,2
Josh Kaltenberger,OL,18,8/10/2001,78,308,Maryland; Purdue,0
Mekhi Becton,OL,18,4/18/1999,79,363,Louisville,6
Rashawn Slater,OL,18,3/26/1999,76,315,Northwestern,5
Ryan Nelson,OL,18,,,,,
Savion Washington,OL,18,4/12/2002,81,340,Syracuse; Colorado; Kent State,0
Trey Pipkins,OL,18,9/5/1996,78,307,Sioux Falls,7
Zion Johnson,OL,18,11/18/1999,75,316,Boston College; Davidson,4
J.K. Scott,P,18,10/30/1995,77,208,Alabama,7
DJ Uiagalelei,QB,18,4/17/2001,76,252,Florida State; Oregon State; Clemson,0
Justin Herbert,QB,18,3/10/1998,78,236,Oregon,6
Taylor Heinicke,QB,18,3/15/1993,73,210,Old Dominion,10
Trey Lance,QB,18,5/9/2000,76,226,North Dakota State,5
Amar Johnson,RB,18,1/31/2003,70,205,South Dakota State,0
Hassan Haskins,RB,18,11/26/1999,74,228,Michigan,4
Jaret Patterson,RB,18,12/23/1999,68,195,Buffalo,2
Kimani Vidal,RB,18,8/28/2001,68,215,Troy,2
Najee Harris,RB,18,3/9/1998,73,242,Alabama,5
Omarion Hampton,RB,18,3/16/2003,72,220,North Carolina,0
Scott Matlock,RB,18,6/28/2000,76,296,Boise State,3
Oronde Gadsden II,TE,18,6/25/2003,77,236,Syracuse,0
Stevo Klotz,TE,18,,,,,
Thomas Yassmin,TE,18,10/21/1999,77,251,Utah,1
Tucker Fisk,TE,18,1/19/1999,76,285,Stanford,2
Tyler Conklin,TE,18,7/30/1995,75,248,Central Michigan; Northwood,8
Will Dissly,TE,18,7/8/1996,76,265,Washington,8
Derius Davis,WR,18,9/11/2000,68,165,TCU,3
JaQuae Jackson,WR,18,1/30/2000,73,184,Rutgers; California (PA),2
Jalen Reagor,WR,18,1/2/1999,71,197,TCU,6
Jaylen Johnson,WR,18,5/26/2000,74,194,East Carolina; Georgia,0
KeAndre Lambert-Smith,WR,18,10/16/2001,73,182,Auburn; Penn State,0
Keenan Allen,WR,18,4/27/1992,74,211,California,13
Ladd McConkey,WR,18,11/11/2001,72,185,Georgia,2
Luke Grimm,WR,18,8/8/2001,72,190,Kansas,0
Mike Williams,WR,18,10/4/1994,76,218,Clemson,9
Quentin Johnston,WR,18,9/6/2001,74,208,TCU,3
Tre Harris,WR,18,2/28/2002,75,210,Mississippi; Louisiana Tech,0
Brenden Rice,WR,18,3/18/2002,75,210,USC; Colorado,2
Caleb Murphy,LB,18,12/15/1999,75,254,Ferris State; Grand Valley,3
Trevor Penning,OL,18,5/15/1999,79,325,Northern Iowa,4
Nyheim Hines,RB,18,11/12/1996,69,196,N.C. State,6
Myles Purchase,DB,18,11/26/2002,71,205,Iowa State,0
Ja'Sir Taylor,DB,18,1/8/1999,70,185,Wake Forest,4
Rashad Weaver,LB,18,11/10/1997,76,259,Pittsburgh,5
Kana'i Mauga,LB,18,1/8/2000,74,245,USC,3
David Sharpe,OL,18,10/21/1995,78,343,Florida,6
Isas Waxter,DB,18,9/17/2001,74,215,Villanova,0
Clelin Ferrell,LB,18,5/17/1997,76,265,Clemson,7
Michael Dunn,OL,18,8/28/1994,77,315,Maryland,6
Clelin Ferrell,DL,18,5/17/1997,76,265,Clemson,7
Bobby Hart,OL,18,8/21/1994,77,310,Florida State,9
Darien Porter,DB,17,1/6/2001,74,195,Iowa State,0
Darnay Holmes,DB,17,6/23/1998,70,198,UCLA,6
Decamerion Richardson,DB,17,3/16/2001,74,192,Mississippi State,2
Eric Stokes,DB,17,3/1/1999,72,194,Georgia,5
Greedy Vance,DB,17,10/8/2001,69,177,USC; Florida State; Louisville,0
Hudson Clark,DB,17,,,,,
Isaiah Pola-Mao,DB,17,6/30/1999,76,205,USC,4
Jeremy Chinn,DB,17,2/26/1998,75,220,Southern Illinois,6
John Humphrey,DB,17,,,,,
Kyu Blu Kelly,DB,17,5/22/2001,72,188,Stanford,2
Kyu Kelly,DB,17,5/22/2001,72,188,Stanford,2
Lonnie Johnson,DB,17,11/4/1995,74,221,Kentucky,7
Terrell Edmunds,DB,17,1/20/1997,73,217,Virginia Tech,8
Trey Taylor,DB,17,1/30/2001,72,213,Air Force,0
Tristin McCollum,DB,17,5/3/1999,75,195,Sam Houston State,2
Adam Butler,DL,17,4/12/1994,77,300,Vanderbilt,8
Anthony Booker,DL,17,,,,,
Charles Snowden,DL,17,3/27/1998,78,250,Virginia,2
JJ Pegues,DL,17,11/25/2001,74,325,Mississippi; Auburn,0
Jah Joyner,DL,17,,,,,
Jahfari Harvey,DL,17,5/2/2001,74,255,SMU; Miami,0
Jonah Laulu,DL,17,6/30/2000,77,289,Oklahoma; Hawaii,2
Keondre Coburn,DL,17,5/23/2000,74,332,Texas,2
Laki Tasi,DL,17,10/24/2003,78,373,,0
Malcolm Koonce,DL,17,6/6/1998,74,243,Buffalo,5
Maxx Crosby,DL,17,8/22/1997,77,255,Eastern Michigan,7
Ovie Oghoufo,DL,17,3/27/2000,76,250,LSU; Texas; Notre Dame,0
Thomas Booker,DL,17,11/11/1999,75,301,Stanford,3
Tonka Hemingway,DL,17,10/31/2001,74,284,South Carolina,0
Treven Ma'ae,DL,17,2/26/2001,75,291,Baylor; Oregon,0
Tyree Wilson,DL,17,5/20/2000,77,263,Texas Tech,3
Daniel Carlson,K,17,1/23/1995,77,215,Auburn,8
Greg Joseph,K,17,8/4/1994,72,206,Florida Atlantic,6
Brennan Jackson,LB,17,10/14/2000,76,263,Washington State,2
Cody Lindenberg,LB,17,1/15/2002,74,236,Minnesota,0
Devin White,LB,17,2/17/1998,72,252,LSU,7
Elandon Roberts,LB,17,4/22/1994,71,235,Houston; Morgan State,10
Jamal Adams,LB,17,10/17/1995,73,213,LSU,9
Jaylon Smith,LB,17,6/14/1995,74,240,Notre Dame,7
Matt Jones,LB,17,,,,,
Michael Barrett,LB,17,12/21/1999,72,230,Michigan,0
Tommy Eichenberg,LB,17,1/11/2001,74,233,Ohio State,2
Jacob Bobenmoyer,LS,17,5/28/1997,72,235,Northern Colorado,6
Alex Cappa,OL,17,1/27/1995,77,312,Humboldt State,8
Atonio Mafi,OL,17,10/20/2000,75,329,UCLA,2
Caleb Rogers,OL,17,10/3/2001,76,312,Texas Tech,0
Charles Grant,OL,17,3/22/2002,76,304,William & Mary,0
DJ Glaze,OL,17,8/4/2002,76,331,Maryland,2
Dalton Wagner,OL,17,10/5/1998,80,320,Arkansas,2
Dylan Parham,OL,17,8/24/1999,74,332,Memphis,4
Gottlieb Ayedze,OL,17,4/10/2000,77,320,Maryland; Frostburg State,0
Jackson Powers-Johnson,OL,17,1/23/2003,75,325,Oregon,2
Jarrod Hufford,OL,17,,,,,
Jordan Meredith,OL,17,1/4/1998,74,300,Western Kentucky,3
Kolton Miller,OL,17,10/9/1995,80,325,UCLA,8
Parker Clements,OL,17,,,,,
Stone Forsythe,OL,17,12/29/1997,80,307,Florida,5
Will Putnam,OL,17,8/13/2000,76,301,Clemson,1
AJ Cole,P,17,11/27/1995,76,220,N.C. State,7
Aidan O'Connell,QB,17,9/1/1998,75,206,Purdue,3
Geno Smith,QB,17,10/10/1990,75,221,West Virginia,13
Kenny Pickett,QB,17,6/6/1998,75,220,Pittsburgh,4
Ashton Jeanty,RB,17,12/2/2003,68,208,Boise State,0
Chris Collier,RB,17,3/24/2000,70,203,University of Lock Haven,2
Dylan Laube,RB,17,12/14/1999,69,204,New Hampshire,2
Raheem Mostert,RB,17,4/9/1992,70,212,Purdue,11
Zamir White,RB,17,9/18/1999,71,227,Georgia,4
Albert Okwuegbunam,TE,17,4/25/1998,77,258,Missouri,6
Brock Bowers,TE,17,12/13/2002,75,235,Georgia,2
Carter Runyon,TE,17,7/23/2001,76,246,Towson; Shenandoah University,0
Ian Thomas,TE,17,6/6/1996,75,253,Indiana; Nassau CC,8
Justin Shorter,TE,17,4/17/2000,76,227,Florida; Penn State,3
Michael Mayer,TE,17,7/6/2001,76,256,Notre Dame,3
Alex Bachman,WR,17,5/29/1996,72,190,Wake Forest,2
Amari Cooper,WR,17,6/17/1994,73,210,Alabama,10
Collin Johnson,WR,17,9/23/1997,78,220,Texas,4
DJ Turner,WR,17,1/18/1997,69,206,Pittsburgh; Maryland,4
Dont'e Thornton Jr.,WR,17,11/30/2002,77,205,Tennessee; Oregon,0
Jack Bech,WR,17,12/18/2002,73,214,TCU; LSU,0
Justin Shorter,WR,17,4/17/2000,76,227,Florida; Penn State,3
Ketron Jackson Jr.,WR,17,,,,,
Marquez Callaway,WR,17,3/27/1998,74,204,Tennessee,4
Phillip Dorsett,WR,17,1/5/1993,70,192,Miami,9
Shedrick Jackson,WR,17,10/20/1999,73,198,Auburn,1
Tre Tucker,WR,17,3/8/2001,68,182,Cincinnati,3
Cam Miller,QB,17,6/18/2001,72,211,North Dakota State,0
Leroy Watson IV,OL,17,6/10/1998,77,311,Texas-San Antonio,3
Amari Gainer,LB,17,6/22/2000,75,232,North Carolina; Florida State,2
Layden Robinson,OL,17,5/3/2001,75,311,Texas A&M,2
McClendon Curtis,OL,17,9/16/1999,78,335,Tennessee-Chattanooga,2
JT Woods,DB,17,6/10/2000,74,195,Baylor,3
Jamin Davis,LB,17,12/12/1998,76,234,Kentucky,5
Jon Rhattigan,LB,17,2/2/1999,72,236,Army,5
Tyler Lockett,WR,17,9/28/1992,70,182,Kansas State,11
Artie Burns,DB,20,5/1/1995,72,187,Miami,10
Ashtyn Davis,DB,20,10/10/1996,73,205,California,6
BJ Adams,DB,20,,,,,
Cam Smith,DB,20,12/21/2000,73,186,South Carolina,3
Cameron Dantzler,DB,20,9/3/1998,74,190,Mississippi State,4
Cornell Armstrong,DB,20,9/22/1995,72,185,Southern Mississippi,5
Dante Trader Jr.,DB,20,2/13/2003,71,202,Maryland,0
Elijah Campbell,DB,20,8/24/1995,71,200,Northern Iowa,6
Ethan Bonner,DB,20,10/23/1999,73,190,Stanford,2
Ethan Robinson,DB,20,4/30/2003,72,190,Minnesota; Bucknell,0
Ifeatu Melifonwu,DB,20,5/2/1999,75,210,Syracuse,5
Isaiah Johnson,DB,20,3/29/2000,75,205,Syracuse; Dartmouth,1
Jack Jones,DB,20,12/20/1997,71,175,Arizona State,4
Jason Maitre,DB,20,2/1/2000,70,188,Wisconsin; Boston College,1
Jason Marshall Jr.,DB,20,9/6/2002,72,204,Florida,0
Jordan Colbert,DB,20,3/18/2000,74,218,Rhode Island,1
Julius Brents,DB,20,1/18/2000,75,198,Kansas State,3
Kader Kohou,DB,20,11/28/1998,70,197,East Texas A&M,4
Kendall Sheffield,DB,20,5/30/1996,70,212,Ohio State; Blinn College; Alabama,5
Minkah Fitzpatrick,DB,20,11/17/1996,73,207,Alabama,8
Rasul Douglas,DB,20,8/29/1994,74,209,West Virginia; Nassau CC,9
Storm Duck,DB,20,12/15/2000,72,195,Louisville,2
Alex Huntley,DL,20,10/8/2001,76,298,South Carolina,0
Benito Jones,DL,20,11/27/1997,73,335,Mississippi,5
Derrick McLendon,DL,20,9/29/2000,76,250,Colorado; Florida State,1
Jordan Phillips,DL,20,6/30/2004,75,305,Maryland; Tennessee,0
Kenneth Grant,DL,20,10/27/2003,75,335,Michigan,0
Matthew Butler,DL,20,6/10/1999,75,305,Tennessee,3
Zach Sieler,DL,20,9/7/1995,78,300,Ferris State,8
Zeek Biggers,DL,20,10/4/2003,78,319,Georgia Tech,0
Jason Sanders,K,20,11/16/1995,71,195,New Mexico,8
Riley Patterson,K,20,9/7/1999,72,195,Memphis,5
Bradley Chubb,LB,20,6/24/1996,76,268,N.C. State,8
Caleb Johnson,LB,20,7/28/1998,74,220,Houston Christian University,5
Cameron Goode,LB,20,4/15/1998,75,245,California,3
Chop Robinson,LB,20,1/2/2003,75,254,Penn State; Maryland,2
Dequan Jackson,LB,20,10/7/1999,73,255,Colorado State,1
Grayson Murphy,LB,20,10/13/2000,74,260,UCLA; North Texas,0
Jordyn Brooks,LB,20,10/21/1997,72,240,Texas Tech,6
K.J. Britt,LB,20,6/4/1999,72,240,Auburn,5
Quinton Bell,LB,20,5/9/1996,76,258,Prairie View A&M,4
Tyrel Dodson,LB,20,6/25/1998,72,237,Texas A&M,6
Willie Gay Jr.,LB,20,2/15/1998,73,246,Mississippi State,6
Joe Cardona,LS,20,4/16/1992,74,241,Navy,11
Aaron Brewer,OL,20,10/28/1997,73,295,Texas State-San Marcos,6
Addison West,OL,20,,,,,
Andrew Meyer,OL,20,1/14/2000,75,295,Texas-El Paso,2
Austin Jackson,OL,20,8/11/1999,77,310,USC,6
Braeden Daniels,OL,20,8/22/2000,76,305,Utah,2
Daniel Brunskill,OL,20,1/27/1994,77,300,San Diego State,7
Germain Ifedi,OL,20,6/2/1994,77,325,Texas A&M,10
Jackson Carman,OL,20,1/22/2000,77,322,Clemson,4
Jalen McKenzie,OL,20,7/10/1999,77,315,USC,1
James Daniels,OL,20,9/13/1997,76,320,Iowa,8
Jonah Savaiinaea,OL,20,1/13/2004,77,326,Arizona,0
Josh Priebe,OL,20,7/30/2001,77,305,Michigan; Northwestern,0
Kendall Lamm,OL,20,6/5/1992,77,305,Appalachian State,10
Kion Smith,OL,20,10/7/1998,77,300,Fayetteville State University,3
Larry Borom,OL,20,3/30/1999,77,325,Missouri,5
Liam Eichenberg,OL,20,1/19/1998,78,302,Notre Dame,5
Mason Brooks,OL,20,10/11/1999,78,315,Mississippi; Western Kentucky,1
Obinna Eze,OL,20,6/12/1998,78,325,TCU; Memphis,1
Patrick Paul,OL,20,11/1/2001,79,326,Houston,2
Terron Armstead,OL,20,7/23/1991,77,304,University of Arkansas at Pine Bluff,12
Yodny Cajuste,OL,20,2/21/1996,77,310,West Virginia,5
Jake Bailey,P,20,6/18/1997,74,212,Stanford,7
Quinn Ewers,QB,20,3/15/2003,74,209,Texas; Ohio State,0
Tua Tagovailoa,QB,20,3/2/1998,73,225,Alabama,6
Zach Wilson,QB,20,8/3/1999,74,214,BYU,5
Aaron Shampklin,RB,20,10/18/1999,70,195,Harvard,1
Alec Ingold,RB,20,7/9/1996,73,232,Wisconsin,7
Alexander Mattison,RB,20,6/19/1998,71,220,Boise State,7
De'Von Achane,RB,20,10/13/2001,69,191,Texas A&M,3
JaMycal Hasty,RB,20,9/12/1996,68,205,Baylor,6
Jaylen Wright,RB,20,4/1/2003,70,208,Tennessee,2
Jeff Wilson,RB,20,11/16/1995,72,205,North Texas,8
Mike Boone,RB,20,7/30/1995,70,206,Cincinnati,7
Ollie Gordon II,RB,20,1/15/2004,74,225,Oklahoma State,0
Chris Myarick,TE,20,10/6/1995,77,261,Temple,4
Darren Waller,TE,20,9/13/1992,78,238,Georgia Tech,8
Greg Dulcich,TE,20,3/26/2000,76,245,UCLA,4
Jalin Conyers,TE,20,7/25/2001,76,265,Texas Tech; Arizona State; Oklahoma,0
Julian Hill,TE,20,7/9/2000,76,251,Campbell University,3
A.J. Henning,WR,20,9/9/2001,70,192,Northwestern; Michigan,0
Dee Eskridge,WR,20,3/23/1997,69,190,Western Michigan,5
Jaylen Waddle,WR,20,11/25/1998,70,185,Alabama,5
Malik Washington,WR,20,10/20/2000,68,195,Virginia; Northwestern,2
Nick Westbrook-Ikhine,WR,20,3/21/1997,74,211,Indiana,6
Tahj Washington,WR,20,5/16/2001,70,175,USC; Memphis,2
Theo Wease Jr.,WR,20,6/25/2001,74,210,Missouri; Oklahoma,0
Tyreek Hill,WR,20,3/1/1994,70,191,West Alabama; Garden City CC; Oklahoma State,10
John Saunders Jr.,DB,20,10/24/2001,74,210,Mississippi; Miami (Ohio),0
Cedrick Wilson Jr.,WR,20,11/20/1995,74,197,Boise State; Coffeyville CC,8
Tanner Conner,TE,20,3/20/1998,75,237,Idaho State,3
Jaelan Phillips,LB,20,5/28/1999,77,263,Miami,5
Jack Henderson,DB,20,12/26/2001,74,215,Minnesota; Southeastern Louisiana,0
Clarence Lewis,DB,20,12/8/2000,72,201,Syracuse; Notre Dame,0
Donovan Edwards,RB,20,2/25/2003,73,212,Michigan,0
Byron Murphy,DB,21,1/18/1998,71,190,Washington,7
Dwight McGlothern,DB,21,2/6/2002,74,185,Arkansas,2
Fabian Moreau,DB,21,4/9/1994,72,204,UCLA,9
Harrison Smith,DB,21,2/2/1989,74,211,Notre Dame,14
Isaiah Rodgers,DB,21,1/7/1998,70,180,UMass Amherst,5
Jay Ward,DB,21,7/13/2000,73,188,LSU,3
Jeff Okudah,DB,21,2/2/1999,73,205,Ohio State,6
Josh Metellus,DB,21,1/21/1998,71,207,Michigan,6
Mishael Powell,DB,21,,,,,
Tavierre Thomas,DB,21,3/11/1996,70,212,Ferris State,8
Theo Jackson,DB,21,10/2/1998,73,205,Tennessee,4
Zemaiah Vaughn,DB,21,4/2/2002,75,187,Utah,0
Alex Williams,DL,21,1/20/2000,79,291,Middle Tennessee State; Vanderbilt; Ohio State,0
Elijah Williams,DL,21,9/9/2002,75,298,Morgan State,0
Jalen Redmond,DL,21,3/12/1999,75,305,Oklahoma,2
Javon Hargrave,DL,21,2/7/1993,74,307,South Carolina State,10
Jonathan Allen,DL,21,1/16/1995,75,300,Alabama,9
Jonathan Harris,DL,21,8/4/1996,77,295,Lindenwood,5
Levi Drake Rodriguez,DL,21,8/4/2000,74,307,Texas A&M-Commerce,2
Taki Taimani,DL,21,10/6/1999,73,309,Oregon; Washington,2
Travis Bell,DL,21,10/27/1998,73,305,Kennesaw State,2
Tyler Batty,DL,21,5/2/1999,77,271,BYU,0
