Player,Position,TeamId,DateOfBirth,Height,Weight,College,YearsPlayed
Justin Osborne,OL,8,11/25/2000,77,305,SMU; Auburn,0
KT Leveston,OL,8,10/28/1999,76,335,Kansas State,2
Lorenzo Thompson,OL,8,6/21/2000,78,305,Rhode Island,0
Luke Wypler,OL,8,5/3/2001,75,303,Ohio State,3
Teven Jenkins,OL,8,3/3/1998,78,320,Oklahoma State,5
Wyatt Teller,OL,8,11/21/1994,76,315,Virginia Tech,8
Zak Zinter,OL,8,4/17/2001,78,310,Michigan,2
Corey Bojorquez,P,8,9/13/1996,72,217,New Mexico; Cerritos College,8
Bailey Zappe,QB,8,4/26/1999,73,215,Western Kentucky; Houston Christian University,4
Deshaun Watson,QB,8,9/14/1995,75,223,Clemson,9
Dillon Gabriel,QB,8,12/28/2000,71,205,Oregon; Oklahoma; UCF,0
Shedeur Sanders,QB,8,2/7/2002,74,212,Colorado; Jackson State University,0
Ahmani Marshall,RB,8,3/21/2002,73,225,Appalachian State; Wake Forest,0
Dylan Sampson,RB,8,9/14/2004,68,201,Tennessee,0
Jerome Ford,RB,8,9/12/1999,70,210,Cincinnati; Alabama,4
Quinshon Judkins,RB,8,10/29/2003,72,219,Ohio State; Mississippi,0
Raheim Sanders,RB,8,6/8/2002,72,230,South Carolina; Arkansas,0
Blake Whiteheart,TE,8,3/22/2000,76,250,Wake Forest,3
David Njoku,TE,8,7/10/1996,76,246,Miami,9
Harold Fannin Jr.,TE,8,7/20/2004,76,241,Bowling Green,0
Mitch Van Vooren,TE,8,,,,,
Sal Cannella,TE,8,12/2/1996,77,242,Auburn,1
Cade McDonald,WR,8,5/7/2001,70,196,Miami (Ohio); Michigan State,0
Cedric Tillman,WR,8,4/19/2000,75,215,Tennessee,3
Chase Cota,WR,8,11/9/1999,76,200,Oregon; UCLA,1
David Bell,WR,8,12/14/2000,73,212,Purdue,4
DeAndre Carter,WR,8,4/10/1993,68,190,Sacramento State,8
Diontae Johnson,WR,8,7/5/1996,70,183,Toledo,6
Gage Larvadain,WR,8,1/3/2003,68,171,South Carolina; Miami (Ohio),0
Isaiah Bond,WR,8,3/15/2004,71,180,Texas; Alabama,0
Jamari Thrash,WR,8,12/19/2000,72,190,Louisville; Georgia State,2
Jerry Jeudy,WR,8,4/24/1999,73,195,Alabama,6
Kaden Davis,WR,8,9/25/1998,73,193,NW Missouri State University,1
Luke Floriea,WR,8,10/23/2001,68,170,Kent State,0
Malachi Corley,WR,8,3/21/2002,71,215,Western Kentucky,2
Wesley French,OL,8,11/30/1996,76,307,Western Michigan,4
Caden Prieskorn,TE,8,9/21/1999,77,255,Mississippi; Memphis,0
Damontae Kazee,DB,8,6/5/1993,71,174,San Diego State,9
Kingsley Eguakun,OL,8,3/23/2001,75,305,Florida,1
Jack Conley,OL,8,6/15/2001,79,235,Boston College,0
Pierre Strong,RB,8,12/10/1998,71,215,South Dakota State,4
Kisean Johnson,WR,8,1/28/2002,73,216,Western Kentucky; Alabama State,0
Ameer Speed,DB,8,10/11/1999,75,215,Michigan State; Georgia,3
D'Angelo Ross,DB,8,10/29/1996,69,190,New Mexico,4
Cam Robinson,OL,8,10/9/1995,78,335,Alabama,9
Brenden Bates,TE,8,10/16/1999,77,255,Kentucky,2
LaDarius Henderson,OL,8,12/11/2001,76,309,Michigan; Arizona State,2
Cameron Mitchell,DB,8,9/8/2001,71,191,Northwestern,3
Cameron McGrone,LB,8,6/22/2000,73,236,Michigan,3
Greg Newsome II,DB,8,5/18/2000,72,192,Northwestern,5
Tyson Campbell,DB,8,3/17/2000,73,195,Georgia,5
Trayveon Williams,RB,8,10/18/1997,68,206,Texas A&M,7
Cole Strange,OL,8,7/31/1998,77,310,Tennessee-Chattanooga,4
Sebastian Gutierrez,OL,8,7/6/1998,77,308,Minot State University,1
Thayer Munford Jr.,OL,8,9/18/1999,77,354,Ohio State,4
Mark Robinson,LB,8,8/14/1999,71,235,Mississippi,4
Dee Williams,DB,8,12/6/1999,70,190,Tennessee,2
Jarrick Bernard-Converse,DB,8,4/29/2000,73,205,LSU; Oklahoma State,3
LaMareon James,DB,8,10/25/2000,70,192,TCU; Old Dominion,0
Nik Needham,DB,8,11/4/1996,73,196,Texas-El Paso,6
Ochaun Mathis,LB,8,1/8/1999,77,250,Nebraska; TCU,3
Titus Leo,DL,8,8/26/1999,75,245,Wagner,3
KJ Henry,DL,8,1/27/1999,76,255,Clemson,3
Logan Brown,OL,8,4/17/2001,78,312,Kansas; Wisconsin,0
Tre Avery,DB,8,2/26/1997,71,185,Rutgers,3
Sam Webb,DB,8,5/19/1998,72,194,Missouri Western,3
Garrett Dellinger,OL,8,2/18/2002,77,322,LSU,0
Tyre Phillips,OL,8,1/29/1997,77,325,Mississippi State; East Mississippi JC,4
Alijah Clark,DB,9,7/11/2003,73,200,Syracuse; Rutgers,0
Andrew Booth,DB,9,9/28/2000,72,194,Clemson,3
C.J. Goodwin,DB,9,2/4/1990,75,190,California (PA); Bethany West; Fairmont State,10
Caelen Carson,DB,9,3/3/2002,72,198,Wake Forest,2
Christian Matthew,DB,9,10/26/1996,74,195,Valdosta State,4
DaRon Bland,DB,9,7/12/1999,72,197,Fresno State,4
Donovan Wilson,DB,9,2/21/1995,72,204,Texas A&M,7
Josh Butler,DB,9,11/25/1996,72,192,Michigan State,2
Juanyeh Thomas,DB,9,6/24/2000,75,217,Georgia Tech,3
Malik Hooker,DB,9,4/2/1996,73,212,Ohio State,9
Markquese Bell,DB,9,1/6/1999,75,205,Florida A&M,4
Michael Ojemudia,DB,9,9/12/1997,73,200,Iowa,4
Mike Smith Jr.,DB,9,,,,,
Reddy Steward,DB,9,5/4/2001,71,178,Troy,1
Shavon Revel Jr.,DB,9,4/12/2002,74,198,East Carolina; Louisburg,0
Trikweze Bridges,DB,9,9/20/2000,74,200,Florida; Oregon,0
Adedayo Odeleye,DL,9,10/17/1997,77,283,,1
Dante Fowler Jr.,DL,9,8/3/1994,75,261,Florida,11
Donovan Ezeiruaku,DL,9,5/25/2003,74,248,Boston College,0
Earnest Brown IV,DL,9,1/8/1999,77,270,Northwestern,3
Isaiah Land,DL,9,2/5/2000,76,235,Florida A&M,3
Jadeveon Clowney,DL,9,2/14/1993,77,266,South Carolina,12
James Houston,DL,9,11/16/1998,73,241,Jackson State University,4
Jay Toia,DL,9,7/16/2003,74,342,UCLA; USC,0
Kenny Clark,DL,9,10/4/1995,75,314,UCLA,10
Marshawn Kneeland,DL,9,7/8/2001,75,268,Western Michigan,2
Osa Odighizuwa,DL,9,8/13/1998,74,280,UCLA,5
Payton Turner,DL,9,1/7/1999,78,275,Houston,5
Perrion Winfrey,DL,9,8/15/2000,76,290,Oklahoma; Iowa Western CC,2
Sam Williams,DL,9,3/31/1999,76,261,Mississippi,4
Solomon Thomas,DL,9,8/26/1995,75,285,Stanford,9
Brandon Aubrey,K,9,3/14/1995,75,218,Notre Dame,3
Dante Fowler Jr.,LB,9,8/3/1994,75,261,Florida,11
DeMarvion Overshown,LB,9,8/13/2000,75,230,Texas,3
Jack Sanborn,LB,9,7/29/2000,74,234,Wisconsin,4
Jadeveon Clowney,LB,9,2/14/1993,77,266,South Carolina,12
Justin Barron,LB,9,10/25/2001,76,235,Syracuse,0
"Kenneth Murray, Jr.",LB,9,11/16/1998,74,241,Oklahoma,6
Marist Liufau,LB,9,2/9/2001,74,239,Notre Dame,2
Shemar James,LB,9,6/24/2004,73,222,Florida,0
Trent Sieg,LS,9,5/19/1995,76,240,Colorado State,8
Ajani Cornelius,OL,9,5/21/2002,76,310,Oregon; Rhode Island,0
Brock Hoffman,OL,9,7/2/1999,76,302,Virginia Tech; Coastal Carolina,3
Cooper Beebe,OL,9,5/19/2001,76,330,Kansas State,2
Hakeem Adeniji,OL,9,12/8/1997,76,302,Kansas,6
La'el Collins,OL,9,7/26/1993,76,315,LSU,9
Nathan Thomas,OL,9,8/22/2001,77,330,Louisiana-Lafayette,2
Robert Jones,OL,9,1/28/1999,76,321,Middle Tennessee State,5
TJ Bass,OL,9,3/31/1999,77,325,Oregon; Butte College,3
Terence Steele,OL,9,6/4/1997,78,310,Texas Tech,6
Trevor Keegan,OL,9,8/30/2000,77,306,Michigan,2
Tyler Booker,OL,9,4/12/2004,76,321,Alabama,0
Tyler Guyton,OL,9,6/11/2002,79,322,Oklahoma; TCU,2
Tyler Smith,OL,9,4/3/2001,77,332,Tulsa,4
Tyron Smith,OL,9,12/12/1990,77,320,USC,14
Bryan Anger,P,9,10/6/1988,75,202,California,14
Dak Prescott,QB,9,7/29/1993,74,238,Mississippi State,10
Joe Milton III,QB,9,3/6/2000,77,246,Tennessee; Michigan,2
Will Grier,QB,9,4/3/1995,73,212,West Virginia; Florida State,6
Hunter Luepke,RB,9,2/28/2000,73,238,North Dakota State,3
Javonte Williams,RB,9,4/25/2000,70,220,North Carolina,5
Jaydon Blue,RB,9,1/8/2004,69,198,Texas,0
Malik Davis,RB,9,11/26/1998,70,205,Florida,2
Miles Sanders,RB,9,5/1/1997,71,211,Penn State,7
Phil Mafah,RB,9,10/24/2002,73,232,Clemson,0
Brevyn Spann-Ford,TE,9,12/27/1999,79,270,Minnesota,2
Jake Ferguson,TE,9,1/18/1999,77,244,Wisconsin,4
John Stephens Jr.,TE,9,9/23/1999,78,240,Louisiana-Lafayette; TCU,3
Luke Schoonmaker,TE,9,9/28/1998,77,250,Michigan,3
Princeton Fant,TE,9,3/11/1999,74,245,Tennessee,2
Tyler Neville,TE,9,,,,,
CeeDee Lamb,WR,9,4/8/1999,74,200,Oklahoma,6
George Pickens,WR,9,3/4/2001,75,200,Georgia,4
Jalen Cropper,WR,9,5/3/2001,71,180,Fresno State,1
Jalen Tolbert,WR,9,2/27/1999,73,195,South Alabama,4
Jonathan Mingo,WR,9,4/20/2001,74,225,Mississippi,3
KaVontae Turpin,WR,9,8/2/1996,69,153,TCU,4
Parris Campbell,WR,9,7/16/1997,73,205,Ohio State,7
Ryan Flournoy,WR,9,10/27/1999,73,205,Southeast Missouri State; Iowa Western CC,2
Traeshon Holden,WR,9,9/12/2001,74,208,Oregon; Alabama,0
Geron Christian,OL,9,9/10/1996,77,302,Louisville,8
Deuce Vaughn,RB,9,11/2/2001,65,185,Kansas State,3
Trevon Diggs,DB,9,9/20/1998,73,195,Alabama,6
Israel Abanikanda,RB,9,10/5/2002,70,216,Pittsburgh,3
Zion Childress,DB,9,1/21/2002,71,203,Kentucky; Texas State-San Marcos,0
Damone Clark,LB,9,6/28/2000,74,240,LSU,4
Troy Pride,DB,9,1/19/1998,71,198,Notre Dame,3
Buddy Johnson,LB,9,2/27/1999,74,240,Texas A&M,4
Marcellus Johnson,OL,9,4/1/2000,76,307,Missouri; Eastern Michigan,1
Corey Ballentine,DB,9,4/13/1996,72,191,Washburn,7
Mazi Smith,DL,9,6/16/2001,75,337,Michigan,3
Quinnen Williams,DL,9,12/21/1997,75,303,Alabama,7
Julius Wood,DB,9,5/2/2001,73,194,East Carolina; Blinn College,2
Kaiir Elam,DB,9,5/5/2001,73,191,Florida,4
Kemon Hall,DB,9,6/2/1997,71,202,North Texas,4
Brandon Jones,DB,10,4/2/1998,73,191,Texas,6
Delarrin Turner-Yell,DB,10,12/16/1999,71,200,Oklahoma,4
Devon Key,DB,10,10/28/1997,72,208,Western Kentucky,2
Gregory Junior,DB,10,6/21/1999,72,190,Ouachita Baptist University,2
JL Skinner,DB,10,4/16/2001,76,220,Boise State,3
Ja'Quan McMillian,DB,10,6/4/2000,70,183,East Carolina,3
Jaden Robinson,DB,10,11/14/2000,72,193,Oregon State,0
Jahdae Barron,DB,10,12/4/2001,71,200,Texas,0
Joshua Pickett,DB,10,,,,,
Kris Abrams-Draine,DB,10,10/4/2001,71,178,Missouri,2
Micah Abraham,DB,10,12/11/2000,71,185,Marshall,0
P.J. Locke,DB,10,2/12/1997,70,202,Texas,6
Pat Surtain II,DB,10,4/14/2000,74,202,Alabama,5
Quinton Newsome,DB,10,7/11/2001,73,185,Nebraska,0
Reese Taylor,DB,10,8/27/1999,69,188,Purdue,1
Riley Moss,DB,10,3/3/2000,72,193,Iowa,3
Talanoa Hufanga,DB,10,2/1/2000,72,200,USC,5
D.J. Jones,DL,10,1/19/1995,72,305,Mississippi; East Mississippi JC,9
Eyioma Uwazurike,DL,10,5/6/1998,78,320,Iowa State,3
John Franklin-Myers,DL,10,9/26/1996,76,288,Stephen F. Austin State,8
Johnny Walker Jr.,DL,10,12/12/2001,75,250,Missouri,0
Jordan Jackson,DL,10,1/30/1998,77,294,Air Force,2
Jordan Miller,DL,10,1/20/2000,75,307,SMU; Miami,1
Kristian Williams,DL,10,12/5/2000,74,295,Missouri,0
Malcolm Roach,DL,10,6/9/1998,75,290,Texas,6
Matt Henningsen,DL,10,7/9/1999,75,291,Wisconsin,3
Michael Dwumfour,DL,10,1/1/1998,73,296,Rutgers; Michigan,2
Sai'vion Jones,DL,10,6/3/2003,77,289,LSU,0
Zach Allen,DL,10,8/20/1997,76,285,Boston College,7
Wil Lutz,K,10,7/7/1994,71,184,Georgia State,10
Alex Singleton,LB,10,12/7/1993,74,240,Montana State,7
Dondrea Tillman,LB,10,4/30/1998,76,247,"Indiana PA,  University of",2
Dre Greenlaw,LB,10,5/25/1997,72,230,Arkansas,7
Drew Sanders,LB,10,12/31/2000,77,234,Arkansas; Alabama,3
Jonah Elliss,LB,10,4/3/2003,74,246,Utah,2
Jonathon Cooper,LB,10,1/8/1998,76,257,Ohio State,5
Jordan Turner,LB,10,12/13/2001,73,231,Michigan State; Wisconsin,0
Justin Strnad,LB,10,8/21/1996,75,235,Wake Forest,6
Karene Reid,LB,10,2/19/2000,72,227,Utah,0
Levelle Bailey,LB,10,12/4/2000,74,225,Fresno State; Sacramento State,2
Nik Bonitto,LB,10,9/26/1999,75,240,Oklahoma,4
Que Robinson,LB,10,5/12/2001,76,243,Alabama,0
Mitchell Fraboni,LS,10,10/28/1996,74,223,Arizona State,4
Alex Forsyth,OL,10,2/13/1999,76,312,Oregon,3
Alex Palczewski,OL,10,8/3/1999,78,315,Illinois,3
Ben Powers,OL,10,10/29/1996,76,310,Oklahoma; Butler County JC,7
Calvin Throckmorton,OL,10,8/16/1996,77,311,Oregon,5
Frank Crum,OL,10,5/14/2000,79,315,Wyoming,2
Garett Bolles,OL,10,5/27/1992,77,300,Utah; Snow,9
Joseph Michalski,OL,10,4/6/2001,77,305,Oklahoma State,0
Luke Wattenberg,OL,10,9/10/1997,77,300,Washington,4
Matt Peart,OL,10,6/11/1997,79,318,Connecticut,6
Mike McGlinchey,OL,10,1/12/1995,80,315,Notre Dame,8
Nick Gargiulo,OL,10,7/19/2000,77,327,South Carolina; Yale,1
Quinn Meinerz,OL,10,11/15/1998,75,320,Wisconsin-Whitewater,5
Jeremy Crawshaw,P,10,5/22/2001,75,205,Florida,0
Bo Nix,QB,10,2/25/2000,74,217,Oregon; Auburn,2
Jarrett Stidham,QB,10,8/8/1996,75,215,Auburn; McLennan CC; Baylor,6
Sam Ehlinger,QB,10,9/30/1998,74,225,Texas,5
Adam Prentice,RB,10,1/16/1997,72,245,South Carolina,5
J.K. Dobbins,RB,10,12/17/1998,70,212,Ohio State,6
Jaleel McLaughlin,RB,10,9/13/2000,67,187,Youngstown State,3
Michael Burton,RB,10,2/1/1992,71,242,Rutgers,11
RJ Harvey,RB,10,2/4/2001,69,205,UCF; Virginia,0
Tyler Badie,RB,10,2/7/1999,68,197,Missouri,2
Adam Trautman,TE,10,2/5/1997,77,253,Dayton,6
Caleb Lohner,TE,10,10/1/2001,79,250,Utah; Baylor,0
Evan Engram,TE,10,9/2/1994,75,240,Mississippi,9
Lucas Krull,TE,10,7/11/1998,78,260,Pittsburgh,3
Marcedes Lewis,TE,10,5/19/1984,78,267,UCLA,20
Nate Adkins,TE,10,7/9/1999,75,252,South Carolina,3
Patrick Murtagh,TE,10,2/11/2000,78,250,,2
A.T. Perry,WR,10,10/26/1999,77,205,Wake Forest,2
Courtland Sutton,WR,10,10/10/1995,76,216,SMU,8
Jerjuan Newton,WR,10,,,,,
Kyrese Rowan,WR,10,1/25/2001,70,185,Utah State; Utah,0
Marvin Mims Jr.,WR,10,3/19/2002,71,182,Oklahoma,3
Michael Bandy,WR,10,12/5/1997,70,190,San Diego,3
Pat Bryant,WR,10,12/10/2002,75,200,Illinois,0
Thayer Thomas,WR,10,5/20/1998,72,195,N.C. State,1
Troy Franklin,WR,10,2/6/2003,75,180,Oregon,2
Karsen Barnhart,OL,10,3/2/2001,77,316,Michigan,1
Cody Schrader,RB,10,9/8/1999,69,214,Missouri; Truman State University,2
Tanner McCalister,DB,10,1/27/2000,71,191,Ohio State; Oklahoma State,1
Nash Jones,OL,10,3/29/2002,77,320,Texas State-San Marcos,0
Joaquin Davis,WR,10,8/18/2002,76,195,North Carolina Central,0
Garrett Nelson,DL,10,3/1/2000,76,245,Nebraska,1
Will Sherman,OL,10,5/27/1999,76,300,Colorado,1
Lil'Jordan Humphrey,WR,10,4/19/1998,76,225,Texas,6
Keidron Smith,DB,10,11/1/1999,74,201,Kentucky,2
Brandon Johnson,WR,10,7/26/1998,74,195,UCF; Tennessee,3
Andrew Farmer,LB,10,4/19/2000,76,250,Lane College,2
Garret Wallow,LB,10,1/25/1999,74,230,TCU,5
Blake Watson,RB,10,10/14/1999,69,195,Memphis; Old Dominion,2
Michael Deiter,OL,10,9/3/1996,78,315,Wisconsin,7
Allan George,DB,11,7/16/1999,71,191,Vanderbilt,1
Amik Robertson,DB,11,7/6/1998,69,183,Louisiana Tech,6
Avonte Maddox,DB,11,3/31/1996,69,191,Pittsburgh,8
Brian Branch,DB,11,10/22/2001,72,203,Alabama,3
D.J. Miller,DB,11,,,,,
D.J. Reed,DB,11,11/11/1996,69,190,Kansas State; Cerritos College; Fresno State,8
Dan Jackson,DB,11,11/30/2000,73,195,Georgia,0
Daniel Thomas,DB,11,7/1/1998,70,215,Auburn,6
Ennis Rakestraw Jr.,DB,11,6/5/2002,71,188,Missouri,2
Ian Kennelly,DB,11,,,,,
Kendall Fuller,DB,11,2/13/1995,71,198,Virginia Tech,10
Kerby Joseph,DB,11,11/14/2000,72,210,Illinois,4
Khalil Dorsey,DB,11,3/31/1998,68,188,Northern Arizona,5
Loren Strickland,DB,11,5/31/2000,70,202,Ball State; University of Indianapolis,2
Luq Barcoo,DB,11,7/27/1998,73,180,San Diego State,2
Morice Norris Jr.,DB,11,9/27/2000,71,198,Fresno State; Orange Coast College,0
Nick Whiteside,DB,11,5/1/2000,73,200,Saginaw Valley State,1
Rock Ya-Sin,DB,11,5/23/1996,71,195,Temple,7
Terrion Arnold,DB,11,3/22/2003,72,195,Alabama,2
Thomas Harper,DB,11,11/5/2000,70,195,Notre Dame; Oklahoma State,2
Tyson Russell,DB,11,,,,,
Ahmed Hassanein,DL,11,7/9/2002,75,271,Boise State,0
Aidan Hutchinson,DL,11,8/9/2000,79,268,Michigan,4
Al-Quadin Muhammad,DL,11,3/28/1995,76,250,Miami,8
Alim McNeill,DL,11,5/11/2000,74,310,N.C. State,5
Chris Smith,DL,11,12/15/1999,73,316,Notre Dame; Harvard,2
DJ Reader,DL,11,7/1/1994,75,330,Clemson,10
Isaac Ukwu,DL,11,1/14/1999,75,258,Mississippi; James Madison,0
Joshua Paschal,DL,11,12/17/1999,75,275,Kentucky,4
Keith Cooper,DL,11,3/30/2003,77,280,Houston; Tulane,0
Levi Onwuzurike,DL,11,3/2/1998,75,304,Washington,5
Marcus Davenport,DL,11,9/4/1996,78,285,Texas-San Antonio,8
Mekhi Wingo,DL,11,4/17/2003,72,288,LSU; Missouri,2
Myles Adams,DL,11,3/9/1998,74,290,Rice,4
Nate Lynn,DL,11,7/6/2002,75,252,William & Mary,2
Pat O'Connor,DL,11,11/1/1993,76,300,Eastern Michigan,7
Quinton Jefferson,DL,11,3/31/1993,76,291,Maryland,10
Roy Lopez,DL,11,8/7/1997,74,312,Arizona,5
Tyleik Williams,DL,11,2/24/2003,75,328,Ohio State,0
Tyler Lacy,DL,11,11/10/1999,76,285,Oklahoma State,3
Tyrus Wheat,DL,11,12/8/1999,74,263,Mississippi State,3
Jake Bates,K,11,3/3/1999,70,202,Arkansas; Central Arkansas,2
Alex Anzalone,LB,11,9/22/1994,75,234,Florida,9
Anthony Pittman,LB,11,11/24/1996,75,236,Wayne State,4
DaRon Gilbert,LB,11,5/26/2001,73,222,Northern Illinois; Lafayette College,0
Derrick Barnes,LB,11,5/29/1999,72,240,Purdue,5
Ezekiel Turner,LB,11,6/9/1996,74,225,Washington; Pierce College,8
Grant Stuard,LB,11,10/15/1998,71,225,Houston,5
Jack Campbell,LB,11,8/22/2000,77,246,Iowa,3
Malcolm Rodriguez,LB,11,3/29/1999,71,230,Oklahoma State,4
Marcus Davenport,LB,11,9/4/1996,78,285,Texas-San Antonio,8
Mitchell Agude,LB,11,3/10/1999,76,245,Miami; UCLA,1
Monty Rice,LB,11,1/8/1999,72,233,Georgia,4
Trevor Nowaske,LB,11,11/7/1998,75,237,Saginaw Valley State,3
Zach Cunningham,LB,11,12/2/1994,75,230,Vanderbilt,9
Hogan Hatten,LS,11,8/6/2000,74,239,Idaho,2
Chris Hubbard,OL,11,4/23/1991,76,295,UAB,12
Christian Mahogany,OL,11,10/11/2000,75,327,Boston College,2
Colby Sorsdal,OL,11,3/1/2000,78,315,William & Mary,3
Dan Skipper,OL,11,9/20/1994,81,334,Arkansas,6
Frank Ragnow,OL,11,5/17/1996,77,311,Arkansas,8
Giovanni Manu,OL,11,1/26/2001,79,350,University of British Columbia,2
Graham Glasgow,OL,11,8/19/1992,78,315,Michigan,10
Gunner Britton,OL,11,,,,,
Jamarco Jones,OL,11,6/4/1996,76,315,Ohio State,6
Justin Herron,OL,11,11/27/1995,77,305,Wake Forest,6
Kayode Awosika,OL,11,10/27/1998,75,322,Buffalo,4
Mason Miller,OL,11,11/26/2001,79,310,North Dakota State,0
Michael Niese,OL,11,1/13/1998,77,300,Temple,2
Miles Frazier,OL,11,9/12/2001,78,325,LSU; Florida International,0
Netane Muti,OL,11,3/27/1999,75,325,Fresno State,5
Penei Sewell,OL,11,10/9/2000,77,335,Oregon,5
Tate Ratledge,OL,11,4/26/2001,78,315,Georgia,0
Taylor Decker,OL,11,8/23/1993,79,324,Ohio State,10
Trystan Colon,OL,11,3/23/1998,75,317,Missouri,6
Zack Johnson,OL,11,1/19/1997,78,301,North Dakota State,1
Jack Fox,P,11,9/1/1996,74,218,Rice,6
C.J. Beathard,QB,11,11/16/1993,74,215,Iowa,9
Jared Goff,QB,11,10/14/1994,76,217,California,10
Kyle Allen,QB,11,3/8/1996,75,210,Houston; Texas A&M,7
David Montgomery,RB,11,6/7/1997,71,230,Iowa State,7
Deon Jackson,RB,11,2/18/1999,72,218,Duke,3
Jabari Small,RB,11,1/31/2002,69,198,Tennessee,1
Jacob Saylors,RB,11,3/8/2000,71,195,East Tennessee State,1
Jahmyr Gibbs,RB,11,3/20/2002,69,202,Alabama; Georgia Tech,3
Kye Robichaux,RB,11,10/6/2002,72,213,Boston College; Western Kentucky,0
Sione Vaki,RB,11,7/30/2001,71,216,Utah,2
Anthony Firkser,TE,11,2/19/1995,74,246,Harvard,7
Brock Wright,TE,11,11/27/1998,77,254,Notre Dame,5
Gunnar Oakes,TE,11,,,,,
Kenny Yeboah,TE,11,10/30/1998,76,250,Mississippi,5
Sam LaPorta,TE,11,1/12/2001,75,245,Iowa,3
Shane Zylstra,TE,11,11/16/1996,76,244,Minnesota State,4
Steven Stilianos,TE,11,,,,,
Zach Horton,TE,11,12/2/2002,76,251,Indiana; James Madison,0
Amon-Ra St. Brown,WR,11,10/24/1999,72,202,USC,5
Dominic Lovett,WR,11,11/8/2002,70,185,Georgia; Missouri,0
Isaac TeSlaa,WR,11,2/20/2002,76,214,Arkansas; Hillsdale,0
Jackson Meeks,WR,11,3/24/2003,74,218,Syracuse,0
Jameson Williams,WR,11,3/26/2001,73,180,Alabama; Ohio State,4
Kalif Raymond,WR,11,8/8/1994,68,180,Holy Cross,9
Malik Taylor,WR,11,12/21/1995,73,220,Ferris State,3
Tom Kennedy,WR,11,7/29/1996,70,195,Bryant,3
Jakobie Keeney-James,WR,11,9/26/2000,73,195,UMass Amherst; Eastern Washington,0
Arthur Maulet,DB,11,7/13/1993,69,190,Memphis; Copiah-Lincoln Junior College,9
Jalen Mills,DB,11,4/6/1994,72,200,LSU,10
Keenan Garber,DB,11,7/22/2000,72,188,Kansas State,0
Andre Carter II,LB,11,3/28/2000,78,256,Army,2
Andrew Armstrong,WR,11,10/31/2000,76,202,Arkansas; East Texas A&M,0
Hayden Rucci,TE,11,1/27/2001,77,247,Wisconsin,1
Giovanni Ricci,TE,11,10/16/1996,75,240,Western Michigan,4
Craig Reynolds,RB,11,6/15/1996,71,216,Kutztown,6
Ronnie Bell,WR,11,1/28/2000,72,195,Michigan,3
Erick Hallett,DB,11,4/24/2000,71,200,Pittsburgh,1
Bo Melton,DB,12,5/18/1999,71,189,Rutgers,2
Carrington Valentine,DB,12,9/9/2001,72,189,Kentucky,3
Evan Williams,DB,12,7/28/2001,71,200,Oregon; Fresno State,2
Javon Bullard,DB,12,9/5/2002,70,198,Georgia,2
Jaylin Simpson,DB,12,5/17/2000,72,179,Auburn,1
Johnathan Baldwin,DB,12,2/8/2003,72,190,UNLV,0
Kamal Hadden,DB,12,1/17/2001,73,192,Tennessee; Independence Comm. College; Auburn,1
Keisean Nixon,DB,12,6/22/1997,70,200,South Carolina,7
Kitan Oladapo,DB,12,10/10/2000,74,216,Oregon State,2
Nate Hobbs,DB,12,6/24/1999,73,195,Illinois,5
Omar Brown,DB,12,10/12/2000,73,200,Nebraska,0
Xavier McKinney,DB,12,8/9/1999,72,201,Alabama,6
Zayne Anderson,DB,12,1/3/1997,74,206,BYU,3
Arron Mosby,DL,12,4/13/1999,75,250,Fresno State,3
Barryn Sorrell,DL,12,12/22/2002,75,256,Texas,0
Brenton Cox Jr.,DL,12,1/30/2000,76,250,Florida; Georgia,3
Colby Wooden,DL,12,12/21/2000,76,273,Auburn,3
Devonte O'Malley,DL,12,,,,,
Devonte Wyatt,DL,12,3/31/1998,75,304,Georgia,4
James Ester,DL,12,8/30/2001,75,289,Northern Illinois,1
Karl Brooks,DL,12,5/8/2000,75,296,Bowling Green,3
Keith Randolph Jr.,DL,12,,,,,
Kingsley Enagbare,DL,12,1/18/2000,76,258,South Carolina,4
Lukas Van Ness,DL,12,7/6/2001,77,272,Iowa,3
Nazir Stackhouse,DL,12,4/18/2002,76,327,Georgia,0
Rashan Gary,DL,12,12/3/1997,77,277,Michigan,7
Warren Brinson,DL,12,2/4/2002,77,315,Georgia,0
Brandon McManus,K,12,7/25/1991,75,201,Temple,12
Lucas Havrisik,K,12,9/29/1999,74,188,Arizona,2
Mark McNamee,K,12,11/10/1999,76,208,,0
Collin Oliver,LB,12,9/23/2002,74,240,Oklahoma State,0
Deslin Alexandre,LB,12,6/11/1998,75,264,Pittsburgh,1
Edgerrin Cooper,LB,12,11/17/2001,74,229,Texas A&M,2
Isaiah McDuffie,LB,12,7/21/1999,73,227,Boston College,5
Jamon Johnson,LB,12,11/28/2001,73,236,Kentucky; Georgia,0
Kristian Welch,LB,12,5/24/1998,75,240,Iowa,6
Micah Parsons,LB,12,5/26/1999,75,250,Penn State,5
Nick Niemann,LB,12,12/2/1997,75,234,Iowa,5
Quay Walker,LB,12,5/8/2000,76,240,Georgia,4
Ty'Ron Hopper,LB,12,4/26/2001,74,228,Missouri; Florida,2
Matthew Orzech,LS,12,4/12/1995,75,245,Azusa Pacific,6
Aaron Banks,OL,12,9/3/1997,77,325,Notre Dame,5
Anthony Belton,OL,12,2/23/2001,78,336,N.C. State; Georgia Military,0
